"time","passenger","x","y"
"1",2.40395756484941,1,4.6925,3.76578890737811e-17
"2",2.93284618207254,1,4.60627318079593,-0.0402082261332061
"3",3.41336902244948,1,4.48860601604664,-0.12259966189042
"4",4.06304047461599,1,4.28183343420038,-0.178004208213024
"5",4.45346325873397,1,3.98891345191239,-0.314595039180541
"6",4.99269027970731,1,3.59178677088355,-0.592666134861138
"7",5.01230492619798,32,4.6925,3.76578890737811e-17
"8",5.4751614394132,1,3.50091439060632,-0.812051467771532
"9",5.43305674069561,32,4.60831409648466,-0.0392565315179003
"10",5.91606482299976,1,3.33821533167356,-0.989606333900828
"11",5.94225858268328,32,4.48132850910539,-0.0984708833881641
"12",6.48771414719522,1,2.99286444729017,-0.97452798865436
"13",6.41170948813669,32,4.29085012803649,-0.18729241119356
"14",7.0478991299402,1,2.45212800988372,-1.04571729117543
"15",7.02687182282098,32,4.00513255643313,-0.320524702901653
"16",7.41596888136119,1,1.93196846664181,-1.20972296518345
"17",7.46560704801232,32,3.61831364034,-0.591378223872174
"18",7.43741301922128,30,4.6925,3.76578890737811e-17
"19",7.91540270159021,1,1.41067008812897,-1.37408771257312
"20",8.00952375656925,32,3.52913934470063,-0.806664017819819
"21",7.95927155469544,30,4.61594257678164,0.0487724575764715
"22",8.56452609072439,1,0.926892223559577,-1.62592652865423
"23",8.48793470407836,32,3.24281662835161,-1.00714934216808
"24",8.44962974786758,30,4.48871213369074,0.101473032651459
"25",8.93417614554055,1,0.27784696313156,-2.12395647340048
"26",8.98970292033628,32,2.7190124044082,-1.03001912848491
"27",8.9100683464203,30,4.29763521880492,0.180619682253577
"28",9.50998051506467,32,2.20035901566341,-1.1450018165313
"29",9.58359334827401,30,4.01101984647618,0.299339656656754
"30",9.98328550690785,32,1.70955167154399,-1.34830087497789
"31",9.99504703138955,30,3.61902652964047,0.549066941248077
"32",10.0616451532114,20,-5.64868336106717e-17,2.1925
"33",10.4824673703872,32,1.2615033048405,-1.63373916480805
"34",10.5880927973893,30,3.42481660878713,0.965551460549664
"35",10.4871123141143,20,0.0926291041825331,2.18439600347147
"36",11.0172717569396,32,0.869827638451823,-1.99264378802404
"37",11.0263766484335,30,3.20646745489749,1.02405794000241
"38",11.0315371089615,20,0.22310040063885,2.12355623876447
"39",11.5720604046714,32,0.381066609551882,-2.19509523495383
"40",11.4796246878803,30,2.85920729546219,1.05443926724721
"41",11.5697080656886,20,0.432668553869097,2.06740262134715
"42",12.0623996585142,30,2.33831705630924,1.00886727638002
"43",11.9723766730167,20,0.756871526998381,2.03903853651694
"44",12.5423516536131,30,1.81742681715628,1.05443926724721
"45",12.571779612219,20,0.903651735511738,1.97059380122157
"46",12.5144248084631,21,-7.47586110870593e-17,2.09303307620826
"47",12.98295158986,30,1.56489519074655,1.12210491260702
"48",13.0852421023417,20,0.984320614008251,1.96353618885377
"49",13.01456405106,21,-0.0258630455924261,1.94635645594
"50",13.5291002557147,30,1.43467263095831,1.13349791032381
"51",13.5658176192082,20,1.02555392121993,1.96714363579448
"52",13.4692805320956,21,-0.0647256082152099,1.72595591107365
"53",14.0721436053514,30,1.38340392664017,1.17283777078583
"54",13.9632985195145,20,1.13756214937049,2.01937393035746
"55",13.9134932836052,21,-0.123019452149385,1.39535509377412
"56",14.487052315101,30,1.35361157059123,1.19569824961766
"57",14.4519619026221,20,1.30034041503162,1.94346917849848
"58",14.4850084638223,21,-0.210460218050649,0.899453867824841
"59",15.0846937556751,30,1.24278307583148,1.20539448650478
"60",15.0143917111214,20,1.48227841246736,1.96742177026695
"61",14.9698452885728,21,-0.297900983951912,0.403552641875558
"62",15.0591291630175,16,4.60785049286997,-0.0308099009406354
"63",15.4943535420578,30,1.11039004560526,1.30698323161767
"64",15.5306725834962,20,1.6809075005881,1.78541174475527
"65",15.4944858885836,21,-0.297900983951912,-0.350452784906356
"66",15.5539840925019,16,4.48008671875229,-0.0773121117369823
"67",15.9920267927926,30,0.939349374466355,1.49364137006015
"68",15.9786290870048,20,1.99037734864013,1.50183487556675
"69",16.0261890068185,21,-0.166969315640257,-1.09300317501446
"70",15.9950888491236,16,4.30374006787523,-0.179125898091542
"71",16.4185278287623,30,0.682477489347833,1.77396784197569
"72",16.5604360920377,20,2.45458212071818,1.07646957178398
"73",16.5564622942824,21,-0.0358081667883625,-1.83685501393839
"74",16.4226959128398,16,4.03880767280365,-0.332084687703172
"75",16.943122509867,30,0.297169661670052,2.19445754984898
"76",17.0709808701649,20,2.71966973148844,0.90759013845374
"77",16.9557259563822,21,-0.0358081667883633,-2.21385772732934
"78",17.0982419839595,16,3.68783518908949,-0.626585569341098
"79",17.458543315297,20,3.18417418751141,0.90759013845374
"80",17.468897428643,16,3.54058474827052,-0.802071811198178
"81",17.555422569951,15,-4.63421292878643,-0.0694638265205713
"82",18.0678615058307,20,3.65638940650193,0.90759013845374
"83",18.0051056168973,16,3.5111176296038,-1.02589679900111
"84",18.0664692206774,15,-4.51224168211098,-0.139883958622035
"85",18.5102002529427,20,4.24402803362955,0.53322304500899
"86",18.5079411885701,16,3.5111176296038,-1.02589679900111
"87",18.5455219797324,15,-4.34956482984175,-0.276386045362228
"88",18.9513819338754,20,4.50472960315921,0.294334069733691
"89",19.0307105336338,16,3.18081897264717,-0.996999410939565
"90",18.9173196428921,15,-4.14481169973146,-0.520401323766075
